Authors;Title;ID;Date;Konsortium;Publication Type;Quelle;Duplikat / Preprint
Fernando Meyer, Adrian Fritz, Zhi-Luo Deng, David Koslicki, Till Robin Lesker, Alexey Gurevich, Gary Robertson, Mohammed Alser, Dmitry Antipov, Francesco Beghini, Denis Bertrand, Jaqueline J. Brito, C. Titus Brown, Jan Buchmann, Aydin Buluç, Bo Chen, Rayan Chikhi, Philip T. L. C. Clausen, Alexandru Cristian, Piotr Wojciech Dabrowski, Aaron E. Darling, Rob Egan, Eleazar Eskin, Evangelos Georganas, Eugene Goltsman, Melissa A. Gray, Lars Hestbjerg Hansen, Steven Hofmeyr, Pingqin Huang, Luiz Irber, Huijue Jia, Tue Sparholt Jørgensen, Silas D. Kieser, Terje Klemetsen, Axel Kola, Mikhail Kolmogorov, Anton Korobeynikov, Jason Kwan, Nathan LaPierre, Claire Lemaitre, Chenhao Li, Antoine Limasset, Fabio Malcher-Miranda, Serghei Mangul, Vanessa R. Marcelino, Camille Marchet, Pierre Marijon, Dmitry Meleshko, Daniel R. Mende, Alessio Milanese, Niranjan Nagarajan, Jakob Nissen, Sergey Nurk, Leonid Oliker, Lucas Paoli, Pierre Peterlongo, Vitor C. Piro, Jacob S. Porter, Simon Rasmussen, Evan R. Rees, Knut Reinert, Bernhard Renard, Espen Mikal Robertsen, Gail L. Rosen, Hans-Joachim Ruscheweyh, Varuni Sarwal, Nicola Segata, Enrico Seiler, Lizhen Shi, Fengzhu Sun, Shinichi Sunagawa, Søren Johannes Sørensen, Ashleigh Thomas, Chengxuan Tong, Mirko Trajkovski, Julien Tremblay, Gherman Uritskiy, Riccardo Vicedomini, Zhengyang Wang, Ziye Wang, Zhong Wang, Andrew Warren, Nils Peder Willassen, Katherine Yelick, Ronghui You, Georg Zeller, Zhengqiao Zhao, Shanfeng Zhu, Jie Zhu, Ruben Garrido-Oter, Petra Gastmeier, Stephane Hacquard, Susanne Häußler, Ariane Khaledi, Friederike Maechler, Fantin Mesny, Simona Radutoiu, Paul Schulze-Lefert, Nathiana Smit, Till Strowig, Andreas Bremges, Alexander Sczyrba, Alice Carolyn McHardy;Critical Assessment of Metagenome Interpretation: the second round of challenges;10.1038/s41592-022-01431-4;2022;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Marian J. Menke, Alexander S. Behr, Katrin Rosenthal, David Linke, Norbert Kockmann, Uwe T. Bornscheuer, Mark Dörr;Development of an Ontology for Biocatalysis;10.1002/cite.202200066;2022;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Aliaksei Mazheika, Yang-Gang Wang, Rosendo Valero, Francesc Viñes, Francesc Illas, Luca M. Ghiringhelli, Sergey V. Levchenko, Matthias Scheffler;Artificial-intelligence-driven discovery of catalyst genes with application to CO2 activation on semiconductor oxides;10.1038/s41467-022-28042-z;2022;Konsortium: FAIRmat;journalArticle;Quelle: Dimensons;
Brigitte Mathiak, Nick Juty, Alessia Bardi, Julien Colomb, Peter Kraker;What are Researchers’ Needs in Data Discovery? Analysis and Ranking of a Large-Scale Collection of Crowdsourced Use Cases;10.5334/dsj-2023-003;2023;Konsortium: KonsortSWD;journalArticle;Quelle: Dimensons;
Fanchen Meng, Benedikt Maurer, Fabian Peschel, Sencer Selcuk, Mark Hybertsen, Xiaohui Qu, Christian Vorwerk, Claudia Draxl, John Vinson, Deyu Lu;Multi-code Benchmark on Simulated Ti K-edge X-ray Absorption Spectra of Ti-O Compounds;10.48550/ARXIV.2303.17089;2023;Konsortium: FAIRmat;preprint;Quelle: Dimensons;
Daniel J. McGlinn, Shane A. Blowes, Maria Dornelas, Thore Engel, Inês S. Martins, Hideyasu Shimadzu, Nicholas J. Gotelli, Anne Magurran, Brian McGill, Jonathan M. Chase;Disentangling non-random structure from random placement when estimating β-diversity through space or time;10.1101/2023.09.19.558467;2023;Konsortium: NFDI4Biodiversity;preprint;Quelle: Dimensons;
Lukas Mazur, Dennis Bollweg, David A. Clarke, Luis Altenkort, Olaf Kaczmarek, Rasmus Larsen, Hai-Tao Shu, Jishnu Goswami, Philipp Scior, Hauke Sandmeyer, Marius Neumann, Henrik Dick, Sajid Ali, Jangho Kim, Christian Schmidt, Peter Petreczky, Swagato Mukherjee;SIMULATeQCD: A simple multi-GPU lattice code for QCD calculations;10.48550/ARXIV.2306.01098;2023;Konsortium: PUNCH4NFDI;preprint;Quelle: Publikationsseite PUNCH4NFDI;
Marvin Martens, Rob Stierum, Emma L. Schymanski, Chris T. Evelo, Reza Aalizadeh, Hristo Aladjov, Kasia Arturi, Karine Audouze, Pavel Babica, Karel Berka, Jos Bessems, Ludek Blaha, Evan E. Bolton, Montserrat Cases, Dimitrios Ε. Damalas, Kirtan Dave, Marco Dilger, Thomas Exner, Daan P. Geerke, Roland Grafström, Alasdair Gray, John M. Hancock, Henner Hollert, Nina Jeliazkova, Danyel Jennen, Fabien Jourdan, Pascal Kahlem, Jana Klanova, Jos Kleinjans, Todor Kondic, Boï Kone, Iseult Lynch, Uko Maran, Sergio Martinez Cuesta, Hervé Ménager, Steffen Neumann, Penny Nymark, Herbert Oberacher, Noelia Ramirez, Sylvie Remy, Philippe Rocca-Serra, Reza M. Salek, Brett Sallach, Susanna-Assunta Sansone, Ferran Sanz, Haralambos Sarimveis, Sirarat Sarntivijai, Tobias Schulze, Jaroslav Slobodnik, Ola Spjuth, Jonathan Tedds, Nikolaos Thomaidis, Ralf J.M. Weber, Gerard J.P. Van Westen, Craig E. Wheelock, Antony J. Williams, Hilda Witters, Barbara Zdrazil, Anže Županič, Egon L. Willighagen;ELIXIR and Toxicology: a community in development;10.12688/f1000research.74502.2;2023;Konsortium: NFDI4Chem;journalArticle;Quelle: Dimensons;
Clara Patricia Marshall, Julia Schumann, Annette Trunschke;Achieving Digital Catalysis: Strategies for Data Acquisition, Storage and Use;10.1002/anie.202302971;2023;Konsortium: FAIRmat;journalArticle;Quelle: Publikationsseite FAIRmat;
Artan Markaj, Alexander Fay, Norbert Kockmann;Definition, Characterization, and Modeling of Hybrid Modular‐Monolithic Process Plants;10.1002/cite.202200048;2022;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Luca Marconato, Giovanni Palla, Kevin A. Yamauchi, Isaac Virshup, Elyas Heidari, Tim Treis, Marcella Toth, Rahul B. Shrestha, Harald Vöhringer, Wolfgang Huber, Moritz Gerstung, Josh Moore, Fabian J. Theis, Oliver Stegle;SpatialData: an open and universal data framework for spatial omics;10.1101/2023.05.05.539647;2023;Konsortium: NFDI4BIOIMAGE;preprint;Quelle: Dimensons;
Stefanía Magnúsdóttir, Joao Pedro Saraiva, Alexander Bartholomäus, Majid Soheili, Rodolfo Brizola Toscan, Junya Zhang, Ulisses Nunes Da Rocha;Metagenome-assembled genomes indicate that antimicrobial resistance genes are highly prevalent among urban bacteria and multidrug and glycopeptide resistances are ubiquitous in most taxa;10.3389/fmicb.2023.1037845;2023;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Publikationsseite NFDI4Microbiota;
Cristina Martins Rodrigues, Dirk von Suchodoletz, Timo Mühlhaus, Jens Krüger, Björn Usadel;DataPLANT – Ein NFDI-Konsortium der Pflanzen-Grundlagenforschung;10.17192/BFDM.2021.2.8335;2021;Konsortium: DataPLANT;journalArticle;Quelle: Dimensons;
Tomislav Maric, Dennis Gläser, Jan-Patrick Lehr, Ioannis Papagiannidis, Benjamin Lambie, Christian Bischof, Dieter Bothe;A Research Software Engineering Workflow for Computational Science and Engineering;10.48550/ARXIV.2208.07460;2022;Konsortium: NFDI4Ing;preprint;Quelle: Publikationsseite NFDI4Ing;
Katja Luther, Anton Güntsch, Birgitta Koenig-Ries, David Fichtmueller;NFDI4Biodiversity: a German infrastructure for biodiversity data;10.3897/biss.6.93869;2022;Konsortium: NFDI4Biodiversity;journalArticle;Quelle: Dimensons;
Yi Luo, Saientan Bag, Orysia Zaremba, Adrian Cierpka, Jacopo Andreo, Stefan Wuttke, Pascal Friederich, Manuel Tsotsalas;Vorhersage der MOF‐Synthese durch automatisches Data‐Mining und maschinelles Lernen**;10.1002/ange.202200242;2022;Konsortium: FAIRmat;journalArticle;Quelle: Dimensons;
Yi Luo, Saientan Bag, Orysia Zaremba, Adrian Cierpka, Jacopo Andreo, Stefan Wuttke, Pascal Friederich, Manuel Tsotsalas;MOF Synthesis Prediction Enabled by Automatic Data Mining and Machine Learning**;10.1002/anie.202200242;2022;Konsortium: FAIRmat;journalArticle;Quelle: Publikationsseite FAIRmat;
Shuaihua Lu, Luca M. Ghiringhelli, Christian Carbogno, Jinlan Wang, Matthias Scheffler;On the Uncertainty Estimates of Equivariant-Neural-Network-Ensembles Interatomic Potentials;10.48550/ARXIV.2309.00195;2023;Konsortium: FAIRmat;preprint;Quelle: Dimensons;
Jan Lemmer, Martin Hock;PlotID a toolkit for connecting research data and figures;DOI: 10.5281/ZENODO.6375058;2022;Konsortium: NFDI4Ing;computerProgram;Quelle: Publikationsseite NFDI4Ing;
Christoph Lehner, Tilo Wettig;Gauge-equivariant pooling layers for preconditioners in lattice QCD;10.48550/ARXIV.2304.10438;2023;Konsortium: PUNCH4NFDI;preprint;Quelle: Publikationsseite PUNCH4NFDI;
Christoph Lehner, Tilo Wettig;Gauge-equivariant neural networks as preconditioners in lattice QCD;10.48550/ARXIV.2302.05419;2023;Konsortium: PUNCH4NFDI;preprint;Quelle: Publikationsseite PUNCH4NFDI;ja
C. Lehner, T. Wettig;Gauge-equivariant neural networks as preconditioners in lattice QCD;10.1103/PhysRevD.108.034503;2023;Konsortium: PUNCH4NFDI;journalArticle;Quelle: Dimensons;ja
Anh Le-Tuan, Carlos Franzreb, Danh Le Phuoc, Sonja Schimmler, Manfred Hauswirth;Towards Building Live Open Scientific Knowledge Graphs;10.1145/3487553.3524624;2022;Konsortium: NFDI4DataScience;conferencePaper;Quelle: Dimensons;
Tong Li, David Horsfall, Daniela Basurto-Lozada, Kenny Roberts, Martin Prete, John E G Lawrence, Peng He, Elisabeth Tuck, Josh Moore, Shila Ghazanfar, Sarah Teichmann, Muzlifah Haniffa, Omer Ali Bayraktar;WebAtlas pipeline for integrated single cell and spatial transcriptomic data;10.1101/2023.05.19.541329;2023;Konsortium: NFDI4BIOIMAGE;preprint;Quelle: Dimensons;
Olga Lezhnina, Gábor Kismihók, Manuel Prinz, Markus Stocker, Sören Auer;A Scholarly Knowledge Graph-Powered Dashboard: Implementation and User Evaluation;10.3389/frma.2022.934930;2022;Konsortium: NFDI4DataScience;journalArticle;Quelle: Dimensons;
Paul Lehmann, Stefan Jopp;Novel Glucosylimidazolium Ionic‐Liquid‐Supported Novozym 435 Catalysts – A Proof of Concept for an Acrylation Reaction;10.1002/open.202200135;2022;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Ilias Lagkouvardos, Evangelia Intze, Monika Schaubeck, James Pk. Rooney, Christina Hecht, Hugues Piloquet, Thomas Clavel;Early life gut microbiota profiles linked to synbiotic formula effects: a randomized clinical trial in European infants;10.1016/j.ajcnut.2022.11.012;2023;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
H J Kulik, T Hammerschmidt, J Schmidt, S Botti, M A L Marques, M Boley, M Scheffler, M Todorović, P Rinke, C Oses, A Smolyanyuk, S Curtarolo, A Tkatchenko, A P Bartók, S Manzhos, M Ihara, T Carrington, J Behler, O Isayev, M Veit, A Grisafi, J Nigam, M Ceriotti, K T Schütt, J Westermayr, M Gastegger, R J Maurer, B Kalita, K Burke, R Nagai, R Akashi, O Sugino, J Hermann, F Noé, S Pilati, C Draxl, M Kuban, S Rigamonti, M Scheidgen, M Esters, D Hicks, C Toher, P V Balachandran, I Tamblyn, S Whitelam, C Bellinger, L M Ghiringhelli;Roadmap on Machine learning in electronic structure;10.1088/2516-1075/ac572f;2022;Konsortium: FAIRmat;journalArticle;Quelle: Publikationsseite FAIRmat;
Markus Kühbach, Vitor Vieira Rielli, Sophie Primig, Alaukik Saxena, David Mayweg, Benjamin Jenkins, Stoichko Antonov, Alexander Reichmann, Stefan Kardos, Lorenz Romaner, Sandor Brockhauser;On Strong-Scaling and Open-Source Tools for High-Throughput Quantification of Material Point Cloud Data: Composition Gradients, Microstructural Object Reconstruction, and Spatial Correlations;10.48550/ARXIV.2205.13510;2022;Konsortium: FAIRmat;preprint;Quelle: Dimensons;
Markus Kühbach, Matthew Kasemer, Baptiste Gault, Andrew Breen;Open and strong-scaling tools for atom-probe crystallography: high-throughput methods for indexing crystal structure and orientation;10.1107/S1600576721008578;2021;Konsortium: FAIRmat;journalArticle;Quelle: Dimensons;
Patrick Kuckertz, Jan Göpfert, Oliver Karras, David Neuroth, Julian Schönau, Rodrigo Pueblas, Stephan Ferenz, Felix Engel, Noah Pflugradt, Jann M. Weinand, Astrid Nieße, Sören Auer, Detlef Stolten;A Metadata-Based Ecosystem to Improve the FAIRness of Research Software;10.48550/ARXIV.2306.10620;2023;Konsortium: NFDI4Ing;preprint;Quelle: Dimensons;
Martin Kuban, Santiago Rigamonti, Markus Scheidgen, Claudia Draxl;Density-of-states similarity descriptor for unsupervised learning from materials data;10.1038/s41597-022-01754-z;2022;Konsortium: FAIRmat;journalArticle;Quelle: Dimensons;ja
Danh Le Phuoc, Sonja Schimmler, Anh Le-Tuan, Uwe A.Kuehn, Manfred Hauswirth;Towards a Decentralized Data Hub and Query System for Federated Dynamic Data Spaces;10.1145/3543873.3587646;2023;Konsortium: NFDI4DataScience;conferencePaper;Quelle: Dimensons;
Lisa Langnickel, Johannes Darms, Katharina Heldt, Denise Ducks, Juliane Fluck;Continuous development of the semantic search engine <i>preVIEW</i> : from COVID-19 to long COVID;10.1093/database/baac048;2022;Konsortium: NFDI4Health;journalArticle;Quelle: Dimensons;
Martin Kuban, Santiago Rigamonti, Markus Scheidgen, Claudia Draxl;Density-of-states similarity descriptor for unsupervised learning from materials data;10.48550/ARXIV.2201.02187;2022;Konsortium: FAIRmat;preprint;Quelle: Publikationsseite FAIRmat;ja
Martin Kuban, Šimon Gabaj, Wahib Aggoune, Cecilia Vona, Santiago Rigamonti, Claudia Draxl;Similarity of materials and data-quality assessment by fingerprinting;10.48550/ARXIV.2204.04056;2022;Konsortium: FAIRmat;preprint;Quelle: Dimensons;ja
Mario Krenn, Qianxiang Ai, Senja Barthel, Nessa Carson, Angelo Frei, Nathan C. Frey, Pascal Friederich, Théophile Gaudin, Alberto Alexander Gayle, Kevin Maik Jablonka, Rafael F. Lameiro, Dominik Lemm, Alston Lo, Seyed Mohamad Moosavi, José Manuel Nápoles-Duarte, AkshatKumar Nigam, Robert Pollice, Kohulan Rajan, Ulrich Schatzschneider, Philippe Schwaller, Marta Skreta, Berend Smit, Felix Strieth-Kalthoff, Chong Sun, Gary Tom, Guido Falk von Rudorff, Andrew Wang, Andrew White, Adamo Young, Rose Yu, Alán Aspuru-Guzik;SELFIES and the future of molecular string representations;10.48550/ARXIV.2204.00056;2022;Konsortium: NFDI4Chem;preprint;Quelle: Dimensons;ja
Lukáš Korel, Uladzislau Yorsh, Alexander S. Behr, Norbert Kockmann, Martin Holeňa;Text-to-Ontology Mapping via Natural Language Processing with Application to Search for Relevant Ontologies in Catalysis;10.3390/computers12010014;2023;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Oliver Koepler, Johannes Liermann, Florian Schön, Sonja Herres‐Pawlis;Forschungsdatenmanagement ‐ Zeit für den Abschied vom analogen Laborbuch;10.1002/nadc.20204095910;2020;Konsortium: NFDI4Chem;journalArticle;Quelle: Publikationsseite NFDI4Chem;
Martin Kuban, Šimon Gabaj, Wahib Aggoune, Cecilia Vona, Santiago Rigamonti, Claudia Draxl;Similarity of materials and data-quality assessment by fingerprinting;10.1557/s43577-022-00339-w;2022;Konsortium: FAIRmat;journalArticle;Quelle: Publikationsseite FAIRmat;ja
Michael Krieger, Heiko B. Weber, Christopher van Eldik;Datenkompetenz im Physikstudium -- ein Erfahrungsbericht;10.48550/ARXIV.2301.03455;2023;Konsortium: FAIRmat;preprint;Quelle: Dimensons;
Mario Krenn, Qianxiang Ai, Senja Barthel, Nessa Carson, Angelo Frei, Nathan C. Frey, Pascal Friederich, Théophile Gaudin, Alberto Alexander Gayle, Kevin Maik Jablonka, Rafael F. Lameiro, Dominik Lemm, Alston Lo, Seyed Mohamad Moosavi, José Manuel Nápoles-Duarte, AkshatKumar Nigam, Robert Pollice, Kohulan Rajan, Ulrich Schatzschneider, Philippe Schwaller, Marta Skreta, Berend Smit, Felix Strieth-Kalthoff, Chong Sun, Gary Tom, Guido Falk Von Rudorff, Andrew Wang, Andrew D. White, Adamo Young, Rose Yu, Alán Aspuru-Guzik;SELFIES and the future of molecular string representations;10.1016/j.patter.2022.100588;2022;Konsortium: NFDI4Chem;journalArticle;Quelle: Publikationsseite NFDI4Chem;ja
Lukáš Korel, Alexander S. Behr, Norbert Kockmann, Martin Holeňa;Using Artificial Neural Networks to Determine Ontologies Most Relevant to Scientific Texts;10.48550/ARXIV.2309.09203;2023;Konsortium: NFDI4Cat;preprint;Quelle: Dimensons;
Oliver Koepler;Forschungsdaten besser managen;10.1002/nadc.20184081858;2018;Konsortium: NFDI4Chem;journalArticle;Quelle: Publikationsseite NFDI4Chem;
Timo Koch, Dennis Gläser, Anett Seeland, Sarbani Roy, Katharina Schulze, Kilian Weishaupt, David Boehringer, Sibylle Hermann, Bernd Flemisch;A sustainable infrastructure concept for improved accessibility, reusability, and archival of research software;10.48550/ARXIV.2301.12830;2023;Konsortium: NFDI4Ing;preprint;Quelle: Publikationsseite NFDI4Ing;
Jan Klostermann, Martin Meißner, Alexander Max, Reinhold Decker;Presentation of celebrities’ private life through visual social media;10.1016/j.jbusres.2022.113524;2023;Konsortium: BERD@NFDI;journalArticle;Quelle: Dimensons;
Marthe Klöcking, Lesley Wyborn, Kerstin A. Lehnert, Bryant Ware, Alexander M. Prent, Lucia Profeta, Fabian Kohlmann, Wayne Noble, Ian Bruno, Sarah Lambart, Halimulati Ananuer, Nicholas D. Barber, Harry Becker, Maurice Brodbeck, Hang Deng, Kai Deng, Kirsten Elger, Gabriel De Souza Franco, Yajie Gao, Khalid Mohammed Ghasera, Dominik C. Hezel, Jingyi Huang, Buchanan Kerswell, Hilde Koch, Anthony W. Lanati, Geertje Ter Maat, Nadia Martínez-Villegas, Lucien Nana Yobo, Ahmad Redaa, Wiebke Schäfer, Megan R. Swing, Richard J.M. Taylor, Marie Katrine Traun, Jo Whelan, Tengfei Zhou;Community recommendations for geochemical data, services and analytical capabilities in the 21st century;10.1016/j.gca.2023.04.024;2023;Konsortium: NFDI4Earth;journalArticle;Quelle: Dimensons;
Daniela Klaproth-Andrade, Johannes Hingerl, Nicholas H. Smith, Jakob Träuble, Mathias Wilhelm, Julien Gagneur;Deep learning-driven fragment ion series classification enables highly precise and sensitive de novo peptide sequencing;10.1101/2023.01.05.522752;2023;Konsortium: GHGA;preprint;Quelle: Dimensons;
Jan Kinne, David Lenz, Wonjoon Kim;Predicting innovative firms using web mining and deep learning;10.1371/journal.pone.0249071;2021;Konsortium: BERD@NFDI;journalArticle;Quelle: Publikationsseite BERD@NFDI;
Tonjock Rosemary Kinge, Joyce Mnyazi Jefwa, Roël D. Houdanon, Héritier Milenge Kamalebo, Ahmed M. Abdel-Azeem, Marieka Gryzenhout, Dagmar Triebel, Tanja Weibulat, Gerhard Rambold;Management and publication of scientific data on traditional mycological and lichenological knowledge in Africa;10.1017/S0024282923000294;2023;Konsortium: NFDI4Biodiversity;journalArticle;Quelle: Dimensons;
Philipp Koch, Gilary Vera Nuñez, Esteban Garces Arias, Christian Heumann, Matthias Schöffel, Alexander Häberlin, Matthias Aßenmacher;A tailored Handwritten-Text-Recognition System for Medieval Latin;10.48550/ARXIV.2308.09368;2023;Konsortium: BERD@NFDI;preprint;Quelle: Dimensons;
Philipp Koch, Matthias Aßenmacher, Christian Heumann;Pre-trained language models evaluating themselves - A comparative study;10.18653/v1/2022.insights-1.25;2022;Konsortium: BERD@NFDI;conferencePaper;Quelle: Publikationsseite BERD@NFDI;
Paul Klemm, Marvin Christ, Florian Altegoer, Johannes Freitag, Gert Bange, Marcus Lechner;Evolutionary reconstruction, nomenclature and functional meta-analysis of the Kiwellin protein family;10.3389/fpls.2022.1034708;2022;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Jan Kinne, Janna Axenbeck;Web mining for innovation ecosystem mapping: a framework and a large-scale pilot study;10.1007/s11192-020-03726-9;2020;Konsortium: BERD@NFDI;journalArticle;Quelle: Publikationsseite BERD@NFDI;
Mohammad Khatamirad, Martin Konrad, Manuel Gentzen, Christian Almer, Chiara Boscagli, Nils Bottke, Michael Geske, Frank Rosowski, Ralph Kraehnert;Silica‐supported Catalyst System Rh−Mn−Ir−Li−Ti in Syngas to Ethanol Reaction: Reactivity Trends and Performance Optimization;10.1002/cctc.202201104;2023;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Frithjof Karsch, Anirban Lahiri, Marius Neumann, Christian Schmidt;A machine learning approach to the classification of phase transitions in many flavor QCD;10.48550/ARXIV.2211.16232;2022;Konsortium: PUNCH4NFDI;preprint;Quelle: Dimensons;
Nicole Jung, Steffen Neumann, Oliver Koepler, Felix Bach, Christian Popp, Sonja Herres-Pawlis, Johannes Liermann, Matthias Razum, Christoph Steinbeck;NFDI4Chem - Infrastruktur für den digitalen Wandel in der Chemischen Forschung;10.26125/R978-6F93;2021;Konsortium: NFDI4Chem;journalArticle;Quelle: Publikationsseite NFDI4Chem;
Jürgen Kett, Christoph Kudella, Andrea Rapp, Regine Stein, Thorsten Trippel;Text+ und die GND – Community-Hub und Wissensgraph;10.3196/1864295020691262;2022;Konsortium: Text+;journalArticle;Quelle: Scopus;
Oliver Karras, Felix Wernlein, Jil Klünder, Sören Auer;Divide and Conquer the EmpiRE: A Community-Maintainable Knowledge Graph of Empirical Research in Requirements Engineering;10.48550/ARXIV.2306.16791;2023;Konsortium: NFDI4Ing;preprint;Quelle: Dimensons;
Dietmar Kammerer, Torsten Schrade, Martha Stellmacher;NFDI4Culture - Konsortium für Forschungsdaten zu materiellen und immateriellen Kulturgütern;10.17192/BFDM.2021.2.8341;2021;Konsortium: NFDI4Culture;journalArticle;Quelle: Dimensons;
Salomon Kabongo, Jennifer D’Souza, Sören Auer;ORKG-Leaderboards: a systematic workflow for mining leaderboards as a knowledge graph;10.1007/s00799-023-00366-1;2023;Konsortium: NFDI4DataScience;journalArticle;Quelle: Dimensons;ja
Salomon Kabongo, Jennifer D'Souza, Sören Auer;Zero-Shot Entailment of Leaderboards for Empirical AI Research;10.1109/JCDL57899.2023.00042;2023;Konsortium: NFDI4DataScience;conferencePaper;Quelle: Dimensons;
Salomon Kabongo, Jennifer D'Souza, Sören Auer;ORKG-Leaderboards: A Systematic Workflow for Mining Leaderboards as a Knowledge Graph;10.48550/ARXIV.2305.11068;2023;Konsortium: NFDI4DataScience;preprint;Quelle: Dimensons;ja
Philipp Jürling‐Will, Tobias Botz, Giancarlo Franciò, Walter Leitner;A “Power‐to‐X” Route to Acetic Acid via Palladium‐Catalyzed Isomerization of Methyl Formate;10.1002/cssc.202201006;2022;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Eric Jonas, Stefan Kuhn, Nils Schlörer;Prediction of chemical shift in NMR: A review;10.1002/mrc.5234;2022;Konsortium: NFDI4Chem;journalArticle;Quelle: Dimensons;
Franziska Jannasch, Stefan Dietrich, Tom R. P. Bishop, Matthew Pearce, Anouar Fanidi, Gráinne O’Donoghue, Donal O’Gorman, Pedro Marques-Vidal, Peter Vollenweider, Maira Bes-Rastrollo, Liisa Byberg, Alicja Wolk, Maryam Hashemian, Reza Malekzadeh, Hossein Poustchi, Vivian C. Luft, Sheila M. Alvim De Matos, Jihye Kim, Mi Kyung Kim, Yeonjung Kim, Dalia Stern, Martin Lajous, Dianna J. Magliano, Jonathan E. Shaw, Tasnime Akbaraly, Mika Kivimaki, Gertraud Maskarinec, Loïc Le Marchand, Miguel Ángel Martínez-González, Sabita S. Soedamah-Muthu, Nicholas J. Wareham, Nita G. Forouhi, Matthias B. Schulze;Associations between exploratory dietary patterns and incident type 2 diabetes: a federated meta-analysis of individual participant data from 25 cohort studies;10.1007/s00394-022-02909-9;2022;Konsortium: NFDI4Health;journalArticle;Quelle: Dimensons;
Mehrdad Jalali, A. D. Dinga Wonanke, Christof Wöll;MOFGalaxyNet: a social network analysis for predicting guest accessibility in metal–organic frameworks utilizing graph convolutional networks;10.1186/s13321-023-00764-2;2023;Konsortium: FAIRmat;journalArticle;Quelle: Publikationsseite FAIRmat;
Mehrdad Jalali, Manuel Tsotsalas, Christof Wöll;MOFSocialNet: Exploiting Metal-Organic Framework Relationships via Social Network Analysis;10.3390/nano12040704;2022;Konsortium: FAIRmat;journalArticle;Quelle: Publikationsseite FAIRmat;
Mehrdad Jalali, Matthias Mail, Rossella Aversa, Christian Kübel;MSLE: An ontology for materials science laboratory equipment – Large-scale devices for materials characterization;10.1016/j.mtcomm.2023.105532;2023;Konsortium: FAIRmat;journalArticle;Quelle: Dimensons;
Stefan Jopp, Tabea Fleischhammer, Antonina Lavrentieva, Selin Kara, Johanna Meyer;Synthesis, biocompatibility, and antimicrobial properties of glucose-based ionic liquids;10.1039/D3SU00191A;2023;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
John D. Jolliffe;Treatment of research data;10.1002/nadc.20224131398;2022;Konsortium: NFDI4Chem;journalArticle;Quelle: Publikationsseite NFDI4Chem;
Daniel Jettka, Ulrike Henny-Krahmer;Leitfaden für die nachhaltige Entwicklung und Nutzung von Forschungssoftware;10.5281/zenodo.7327436;2022;Konsortium: NFDI4Culture;dataset;Quelle: Zenodo Community NFDI4Culture;
Katharina Jeblick, Balthasar Schachtner, Jakob Dexl, Andreas Mittermeier, Anna Theresa Stüber, Johanna Topalis, Tobias Weber, Philipp Wesp, Bastian Oliver Sabel, Jens Ricke, Michael Ingrisch;ChatGPT makes medicine easy to swallow: an exploratory case study on simplified radiology reports;10.1007/s00330-023-10213-1;2023;Konsortium: BERD@NFDI;journalArticle;Quelle: Dimensons;
Celia Jakob, Gabriel L Lovate, Daniel Desirò, Lara Gießler, Redmond P Smyth, Roland Marquet, Kevin Lamkiewicz, Manja Marz, Martin Schwemmle, Hardin Bolte;Sequential disruption of SPLASH-identified vRNA–vRNA interactions challenges their role in influenza A virus genome packaging;10.1093/nar/gkad442;2023;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Phil Hüffer, Auriol Degbelo, Eftychia Koukouraki;Designing Search Engines for Interactive Web-based Geovisualizations;10.5194/agile-giss-4-27-2023;2023;Konsortium: NFDI4Earth;journalArticle;Quelle: Dimensons;
Carolin Huber, Erik Müller, Tobias Schulze, Werner Brack, Martin Krauss;Improving the Screening Analysis of Pesticide Metabolites in Human Biomonitoring by Combining High-Throughput <i>In Vitro</i> Incubation and Automated LC–HRMS Data Processing;10.1021/acs.analchem.1c00972;2021;Konsortium: NFDI4Chem;journalArticle;Quelle: Dimensons;
Martin Thomas Horsch, Björn Schembera, Heinz A. Preisig;European standardization efforts from FAIR toward explainable-AI-ready data documentation in materials modelling;10.1109/ICAPAI58366.2023.10193944;2023;Konsortium: MaRDI;conferencePaper;Quelle: Dimensons;
Mehrshad Jaberansary, Macedo Maia, Yeliz Ucer Yediel, Oya Beyan, Toralf Kirsten;Analyzing Distributed Medical Data in FAIR Data Spaces;10.1145/3543873.3587663;2023;Konsortium: NFDI4Health;conferencePaper;Quelle: Scopus;
